0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559436778.4547734,144.7,-132.1,-2.39,1559436778.521905,4.954757944870621,4.020563645048266
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5334306,4.954757944870621,4.020563645048266
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5426168,4.954757944870621,4.020563645048266
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5532188,4.953223964082735,4.01902966426038
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5623884,4.953223964082735,4.014427721896723
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5714169,4.95168998329485,4.009825779533066
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5805392,4.950156002506964,4.002155875593638
1559436778.4547734,144.7,-132.1,-2.39,1559436778.5894623,4.947088040931193,3.9960199524420954
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6118195,4.942486098567536,3.9760782021995817
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6216097,4.9394181369917645,3.9699422790480394
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6317122,4.9394181369917645,3.9638063558964967
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6419337,4.937884156203879,3.9592044135328397
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6558468,4.937884156203879,3.9546024711691827
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6659176,4.936350175415993,3.950000528805526
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6755512,4.936350175415993,3.9484665480176404
1559436778.4547734,144.7,-132.1,-2.39,1559436778.6851466,4.936350175415993,3.9469325672297546
1559436778.4547734,144.7,-132.1,-2.39,1559436778.704552,4.936350175415993,3.9469325672297546
1559436778.4547734,144.7,-132.1,-2.39,1559436778.7185454,4.936350175415993,3.9469325672297546
1559436778.4547734,144.7,-132.1,-2.39,1559436778.7286913,4.936350175415993,3.9469325672297546
1559436778.4547734,144.7,-132.1,-2.39,1559436778.7423368,4.936350175415993,3.9453985864418692
1559436778.4547734,144.7,-132.1,-2.39,1559436778.7537649,4.936350175415993,3.9484665480176404
